dewatering technician,Dewatering technicians install and operate pumps spares pipe ranges and vacuum dewatering systems to collect and remove liquids and chemicals
ICT capacity planner,ICT capacity planners ensure that the capacity of ICT services and ICT infrastructure is able to deliver agreed service level targets in a cost effective and timely manner They also consider all resources required to deliver the appropriate ICT service and plan for short medium and long term business requirements
metallurgical manager,Metallurgical managers coordinate and implement short and medium term metallurgical or steelmaking production schedules and coordinate the development support and improvement of steelmaking processes and the reliability efforts of the maintenance and engineering departments They also partner with ongoing remediation initiatives
farm manager,Farm managers plan and organise the daily operations resourcing and business management of animal producing farms
air traffic instructor,Air traffic instructors train people in all the matters regarding with the operations in air navigation services such as the management of flight traffic and the communication for navigation in aerodromes They teach all the directives issued by air traffic control for the purpose of passing to trainees the sense of safety and expeditious flow of air traffic
plastic and rubber products manufacturing supervisor,Plastic and rubber products manufacturing supervisors manage and coordinate the activities of personnel involved in plastic or rubber products manufacturing making sure the production is efficiently safely and costeffectively processed They are responsible for the installation of new production lines and for the provision of trainings
ICT application configurator,ICT application configurators identify record and maintain userspecific application configurations based upon user requirements and business rules They configure generic software systems in order to create a specific version applied to an organisations context These configurations range from adjusting basic parameters through the creation of business rules and roles in the ICT system to developing specific modules including the configuration of Commercial offtheshelf systems COTS They also document configurations perform configuration updates and ensure the configurations are correctly implemented in the application
digital literacy teacher,Digital literacy teachers instruct students in the theory and practice of basic computer usage They teach students digital literacy and optionally more advanced principles of computer science They prepare the students with knowledge of software programmes ensure that computer hardware equipment is properly used Digital literacy teachers construct and revise course content and assignments and update them according to technological developments
credit union manager,Credit union managers oversee and manage member services supervise staff and operations of credit unions They inform staff about the latest credit union procedures and policies and prepare financial reports
leather goods quality control laboratory technician,Leather goods quality control laboratory technicians perform laboratory control tests according to the national and international standards During laboratory control tests they prepare samples address test procedures analysis and interpretation of the results and comparison with guidelines and standards and prepare reports They make the linkage with outsourced laboratories for the tests which cannot be performed inside the company They propose corrective and preventive measures
drain technician,Drain technicians install and maintain drainage equipment used in sewer systems such as pipes and valves They analyse the design and ensure the proper installation of the drainage system and perform maintenance and repair duties
electricity and energy vocational teacher,Electricity and energy vocational teachers instruct students in their specialised field of study electricity and energy which is predominantly practical in nature They provide theoretical instruction in service of the practical skills and techniques the students must subsequently master for a electricity and energyrelated profession Electricity and energy vocational teachers monitor the students progress assist individually when necessary and evaluate their knowledge and performance on the subject of electricity and energy through assignments tests and examinations
herbal therapist,Herbal therapists use herbal medicine to relief pain and treat illnesses such as allergies chronic physical conditions or stressrelated conditions They study the properties and benefits of plants and create a personalised treatment plan for the patients
audio and video equipment shop manager,Audio and video equipment shop managers assume responsibility for activities and staff in specialised shops
bus driving instructor,Bus driving instructors teach people the theory and practice of how to operate a bus safely and according to regulations They assist students in developing the skills needed to drive and prepare them for the driving theory tests and the practical driving test
well-digger,Welldiggers operate drilling machinery and equipment to create and maintain wells for use in extracting ore and other liquids and gases They record operations maintain equipment seal unused wells and prevent ground contamination
photography teacher,Photography teachers instruct students in the various techniques and styles of photography such as group portrait nature travel macro underwater black and white panoramic motion etc They provide students with a notion of photography history but mainly focus on a practicebased approach in their courses in which they assist students in experimenting with and mastering different photography techniques and encourage them to develop their own style Photography teachers monitor students progress and set up exhibitions to show of students work to the public
industrial arts vocational teacher,Industrial arts vocational teachers instruct students in their specialised field of study industrial arts which is predominantly practical in nature They provide theoretical instruction in service of the practical skills and techniques the students must subsequently master for an industrial artsrelated profession working with wood and metal such as carpenter or sheet metal worker Industrial arts vocational teachers monitor the students progress assist individually when necessary and evaluate their knowledge and performance on the subject of industrial arts through assignments tests and examinations
civil engineering worker,Civil engineering workers perform tasks concerning the cleaning and preparation of construction sites for civil engineering projects This includes the work on building and maintenance of roads railways and dams
helicopter pilot,Helicopter pilots fly helicopters in order to transport passengers and cargo from one place to another They plan flights using aeronautical charts and navigation instruments Prior to departure they inspect helicopters following checklists to detect leaking hydraulic fluid inoperative control low fuel level or other unsafe conditions
swimming facility attendant,Swimming facility attendants handle the daily activities of a swimming facility such as a swimming pool beach and lake They clean the facility maintain a good attitude towards the clients and ensure the overall safety within the facility
marketeer,Marketing consultants advise companies in the development of marketing strategies for specific purposes They can advise and develop strategies for the entry of a brand in the market for the relaunch of a product for the introduction of a new product or for the positioning of a commercial image They perform previous studies of the position of the company and perception of customers in order to define the marketing approach
advertising media buyer,Advertising media buyers purchase on behalf of their clients advertising space in the print broadcast and online media They analyse the effectiveness and appropriateness of the different channels depending on the good or service providing advice for the decisionmaking They try to negotiate the best price without compromising the quality of the advertisements They support the development and implementation of marketing and advertising plans in the communications part through the most suited media outlet
journalism lecturer,Journalism lecturers and media are subject professors teachers or lecturers who instruct students who have obtained an upper secondary education diploma in their own specialised field of study journalism and media which is predominantly academic in nature They work with theiruniversity research assistants and university teaching assistants for the preparation of lectures and of exams for grading papers and exams and for leading review and feedback sessions for the students They also conduct academic research in their respective field of journalism and media publish their findings and liaise with other university colleagues
gas processing plant control room operator,Gas processing control room operators perform a range of tasks from the control room of a processing plant They monitor the processes through electronic representations shown on monitors dials and lights They make changes to variables and communicate with other departments to make sure processes keep running smoothly and according to established procedures They take appropriate actions in case of irregularities or emergencies
jewellery and watches shop manager,Jewellery and watches shop managers assume responsibility for activities and staff in specialised shops
dredge operator,Dredge operators work with industrial equipment to remove underwater material in order to make the area accessible to ships to establish ports to lay cables or for other purposes and move the material to the desired location
liquid fuel engineer,Liquid fuel engineers evaluate liquid fuel extraction sites They design and develop methods for extracting liquid fuels from underneath the earthâs surface these fuels include petroleums natural gas liquefied petroleum gas nonpetroleum fossil fuels biodiesel and alcohols They maximise the recovery of hydrocarbon at a minimum cost pursuing minimal impact on the environment
performance rental technician,Performance rental technicians manage technical equipment at concerts and other big events
marketing assistant,"Marketing assistants support all the efforts and operations carried out by marketing managers and officers They prepare reports in relation to the marketing operations needed by other departments especially account and financial divisions They ensure that resources needed by the managers to perform their job are in place 
 "
photojournalist,Photojournalists cover all kinds of news events by taken informative images They tell stories by taking editing and presenting images for newspapers journals magazines television and other media
edge bander operator,Edge bander operators tend machines that veneer materials mostly wood to increase durability and make them aesthetically pleasing They also regulate the speed of the belt set temperature control to regulate heat brush glue on edges of panels and start and regulate the machine
wholesale merchant in pharmaceutical goods,Wholesale merchants in pharmaceutical goods investigate potential wholesale buyers and suppliers and match their needs They conclude trades involving large quantities of goods
language engineer,Language engineers work within the field of computing science and more specifically in the field of natural language processing They aim to close the gap in translation between accurate human translations to machineoperated translators They parse texts compare and map translations and improve the linguistics of translations through programming and code
hospitality entertainment manager,Hospitality entertainment managers are in charge of managing the team which creates entertainment activities for the guests of a hospitality establishment
pedicurist,Pedicurists offer cosmetic treatment and care for their clients feet and toenails They cut and shape toenails give footbaths and exfoliation treatments and apply nail polish
halal butcher,Halal butchers order inspect and buy meat to prepare it and sell it as consumable meat products in accordance with Islamic practices They perform activities such as cutting trimming boning tying and grinding beef and poultry meat They prepare halal meat for consumption
animator,Animators use software to create animations these are rapidly sequenced together images to create an illusion of movement
yarn spinner,Yarn spinners convert fibres into yarns
communications lecturer,Communications lecturers are subject professors teachers or lecturers who instruct students who have obtained an upper secondary education diploma in their own specialised field of study communications which is predominantly academic in nature They work with their university research assistants and university teaching assistants for the preparation of lectures and of exams grading papers and exams and leading review and feedback sessions for the students They also conduct academic research in their field of communications publish their findings and liaise with other university colleagues
ATM repair technician,ATM repair technicians install diagnose maintain and repair automatic teller machines They travel to their clients location to provide their services ATM repair technicians use hand tools and software to fix malfunctioning money distributors
electrician,Electricians fit and repair electrical circuits and wiring systems They also install and maintain electrical equipment and machinery This work can be performed indoors as well as outdoors in nearly every type of facility
"gambling, betting, and lottery quality assurance engineer",Gambling betting and lottery quality assurance engineers design and plan methods to test the gambling the lottery or betting games They execute the tests These games can be both for public or for private audience and the tests are for both online and landbased gaming
wood and construction materials distribution manager,Wood and construction materials distribution managers plan the distribution of wood and construction materials to various points of sales
make-up artist," Makeup artists assist and support artists before during and after the performance and filming of movies or television programs to ensure the makeup is in line with the artistic vision of the director and the artistic team They create images and characters through makeup and prosthetics They maintain check and repair prosthetics and assist with quick changes 
  
"
property insurance underwriter,Property insurance underwriters assess and determine the risk and coverage of a clients property insurance They analyse and review underwriting policies according to legal regulations
oenologist,Oenologists track the wine manufacturing process in its entirety and supervise the workers in wineries They supervise and coordinate production to ensure the quality of the wine and also give advice by determining the value and classification of wines being produced
sommelier,Sommeliers stock prepare advise on and serve wine and other alcoholic beverages
bindery operator,Bindery operators tend machines that bind printed or unprinted paper into volumes using staples twine glue or other binding technologies
lexicographer,Lexicographers write and compile the content for dictionaries They also determine which new words are common use and should be included in the glossary
lottery manager,Lottery managers organise and coordinate the activities of a lottery organisation They oversee daily operations and facilitate communications between staff and customers They review lottery procedures arrange prices train staff and strive to improve the profitability of their business They take responsibility for all lottery activities and ensure that relevant lottery rules and regulations are followed
freight transport dispatcher,Freight transport dispatchers receive and transmit reliable messages track vehicles and equipment and record other important information They oversee the planning operations of dispatching by coordinating different modes of transport Freight transport dispatchers structure routes or services and determine the appropriate mode of transport They are also responsible for equipment and vehicle maintenance and workers dispatching The freight transport dispatchers provide the legal and contractual documentation for the transporting parties
chiropractor,Chiropractors are responsible for the diagnosis treatment and prevention of disorders related to the neuromusculoskeletal system and the effects of these disorders on general health They are independent primary health care professionals
drawing kiln operator,Drawing kiln operators are responsible for continuous sheet flat glass production by manipulating the drawing kiln that processes molten glass
quick service restaurant team leader,Quick service restaurant team leaders manage operations in a quick service restaurant
"technical sales representative in hardware, plumbing and heating equipment",Technical sales representatives in hardware plumbing and heating equipment act for a business to sell its merchandise while providing technical insight for customers
surface grinding machine operator,Surface grinding machine operators set up and tend surface grinding machines designed to apply abrasive processes in order to remove small amounts of excess material and smoothen metal workpieces by an abrasive grinding wheel or wash grinder rotating on a horizontal or vertical axis
surface miner,Surface miners perform a wide range of ancillary surface mining operations often involving a high level of spatial awareness such as pumping dust suppression and the transport of materials including sand stone and clay to the point of production
sole and heel operator,Sole and heel operators attach soles or heels to the footwear by stitching cementing or nailing They may work with several machines for example for slipping the lasts or for roughing dusting or attaching heels They also operate various machines both for stitched or cemented constructions
healthcare institution manager,Healthcare institution managers supervise the operations of healthcare institutions such as hospitals rehabilitation facilities home care services and elderly care institutions to ensure the organisation meets requirements the patients and residents are cared for the organisation is maintained and the necessary equipment present They also supervise the staff and ensure record maintenance
insulating tube winder,Insulating tube winders set up and operate a machine to wind up insulating tubes and cut them to specified dimensions
materials engineer,Materials engineers research and design new or improved materials for a diverse number of applications They analyse the composition of materials conduct experiments and develop new materials for industryspecific use that can range from rubber to textiles glass metals and chemicals They advise companies in damage assessments quality assurance of materials and recycling of materials
tax compliance officer,Tax compliance officers collect fees debt and taxes on behalf of government institutions in cities municipalities and other jurisdictions They perform administrative duties and communicate with other officials and institutions to ensure operations are correct and compliant with policies
army corporal,Army corporals supervise sections of soldiers and perform instruction duties They also command equipment such as heavy machinery and weaponry
anatomical pathology technician,Anatomical pathology technicians assist specialised doctors in pathology in conducting postmortem examinations keeping records of the samples specimens organs and the respective findings and taking care of their appropriate disposal under supervision following the orders of the doctor of medicine
plastic heat treatment equipment operator,Plastic heat treatment equipment operators manipulate plastic products using machinery such as furnaces or flamehardening machines in order to temper anneal or heattreat They set up the machinery and read the production instructions to determine the furnace temperature Plastic heat treatment equipment operators remove products from machines let them cool down examine and test products to see if they conform to specifications
horse trainer,Horse trainers train animals andor riders for general and specific purposes including assistance security leisure competition transportation obedience and routine handling entertainment and education in accordance with national legislation
vehicle technician,"Vehicle technicians inspect test and maintain vehicles motorcycles engine tuneups and tyre replacements They repair engine failures lube replacements Vehicle technicians replace vehicle components and evaluate warranty options 
 
 "
second-hand goods specialised seller,Secondhand goods specialised sellers sell secondhand goods such as books clothes appliances etc in specialised shops
membership manager,Membership managers oversee and coordinate the membership plan support existing members and engage with possible new members They analyse the market trend reports and develop marketing plans accordingly Membership managers monitor and ensure the efficiency of processes systems and strategies
social worker,Social workers are practicebased professionals who promote social change and development social cohesion and the empowerment and liberation of people They interact with individuals families groups organisations and communities in order to provide various forms of therapy and counselling group work and community work Social workers guide people to use services to claim benefits access community resources find jobs and training obtain legal advice or deal with other local authority departments
furniture specialised seller,Furniture specialised sellers sell furniture and other household articles in specialised shops
environmental protection manager,Environmental protection managers provide advice on the development of environmental policies to governmental and official institutions They analyse possible threats for the well being of the people and the environment in a region and manage campaigns aimed at tackling problems such as waste collection landfills and preservation of green areas
ICT business analysis manager,ICT business analysis managers identify areas where information system changes are needed to support business plans and monitor the impact in terms of change management They contribute to the general ICT functional requirements of the business organisation ICT business analysis managers analyse business needs and translate them into ICT solutions
print studio supervisor,Print production supervisors organise the activity of one or more teams of machine operators in printing binding of books and finishing of printed materials They aim to optimise production processes
paper machine operator,Paper machine operators tend a machine that takes in pulp slurry spread it out over a screen and drains out the water The drained slurry is then pressed and dried to produce paper
cylindrical grinder operator,Cylindrical grinding operators set up and tend cylindrical grinding machines designed to apply abrasive processes in order to remove small amounts of excess material and smoothen metal workpieces by multiple abrasive grinding wheels with diamond teeth as a cutting device for very precise and light cuts as the workpiece is fed past it and formed into a cylinder
food technologist,Food technologists develop processes for manufacturing foodstuffs and related products based on chemical physical and biological principles and technology They design and plan layouts or equipment oversee staff engage in controlling and improve food technologies in food production processes
non-vessel operating common carrier,Nonvessel operating common carriers NVOCC are consolidators in ocean trades who will buy space from a carrier and subsell it to smaller shippers They issue bills of lading publish tariffs and otherwise conducts themselves as ocean common carriers
oceanographer,Oceanographers study and perform research on matters related to the sea and oceans Oceanographers divide their expertise in four main branches of research which are physical oceanographers whose research focus on waves and tides chemical oceanographers whose study address the chemical constitution of sea waters marine biologists whose focal point is the study of living organisms ecosystems and  their interaction underwater and geological oceanographer whose research refers to the bottom of seas and their plaques
leather laboratory technician,Leather laboratory technicians perform and report chemical analyses and physical tests of leather They also perform and report chemical analyses of auxiliaries environmental emissions and discharges They ensure that the tests are carried out according to appropriate national international or customer standards
securities trader,Securities traders purchase and sell securities such as stocks bonds and shares on their own account or on their employers account based on their expertise in the financial markets They monitor the performance of the securities traded assessing their stability or speculative tendancies Securities brokers calculate the securities price and place orders They record and file all securities transactions and take care of their financial documents
youth offending team worker,Youth offending team workers support young offenders by preventing them from reoffending counselling them for behavioural changes referring them to agencies that provide housing helping them back into education involving them in constructive activities visiting them when located in secure institutions and assessing future risks
aeronautical information service officer,Aeronautical information service officers maintain the operational timing from sunrise to sunset in order to ensure that the information passed by agencies is authentic They strive to ensure safety regularity and efficiency
fire prevention and protection engineer,"Fire prevention and protection engineers study design and developed innovative solutions aimed to the prevention of fire and the protection of people natural sites and urban areas They propose suitable materials for construction clothing or other applications and they design detection systems aiming to prevent fire or the propagation of it 
"
airport chief executive,Airport chief executives lead a group of airport directors who are responsible for all areas of the airport They envision and make decisions on the strategic direction of the airport based on the information provided by their team of managers
book editor,Book editors find manuscripts that can be published They review texts from writers to evaluate the commercial potential or they ask writers to take on projects that the publishing company wishes to publish Book editors maintain good relationships with writers
import export manager in office furniture,Import export managers in office furniture install and maintain procedures for crossborder business coordinating internal and external parties
benefits advice worker,Benefits advice workers guide individuals in the social work area to help them solve specific problems in their personal life by addressing personal and relationship issues inner conflicts depression and addictions They attempt to empower individuals to achieve change and improve the quality of their life They may also support and advise clients on demanding their social security benefits
electricity sales representative,Electricity sales representatives assess clients energy needs and recommend the purchase of electricity supply from their corporation They promote their corporations services and negotiate terms of sale with clients
investor relations manager,Investor relations managers disseminate the investment strategy of the company and monitor the reactions of the investment community towards it They use marketing financial communications and security law expertise to ensure transparent communication to the larger community They respond to inquiries from shareholders and investors in relation to the companys financial stability stocks or corporate policies
winding machine operator,Winding machine operators tend machines that wrap strings cords yarns ropes threads onto reels bobbins or spools They handle materials prepare them for processing and use winding machines for the purpose They also perform routine maintenance of the machinery
family support worker,Family support workers provide emotional and practical help and advice to families that go through difficulties such as addictions disabilities sickness imprisoned parents marital and financial difficulties They provide advice on the best solution for the children in relation to their stay with their families or not They also provide information on the available services based on the familys specific needs
fire protection technician,Fire protection technicians install and maintain fire protection equipment such as fire extinguishers fire alarms fire detection systems or sprinkler systems in facilities to ensure compliance to safety standards and protection from fire hazards They inspect the equipment to ensure its functionality and perform repairs
intelligence officer,Intelligence officers develop and execute plans to gather information and intelligence They investigate the lines of enquiry which would provide them with the necessary intelligence and contact and interview people who may provide intelligence They write reports on their results and perform administrative duties to ensure records maintenance
street warden,Street wardens patrol designated areas to ensure a sense of security with the public and provide general support They monitor suspicious behaviour and cooperate with the police and other local institutions to maintain the communitys safety and wellbeing and enforce law and issue penalties when necessary
foreign correspondent,Foreign correspondents research and write news stories of international importance for newspapers journals magazines radio television and other media They are stationed in a foreign country
underground miner,Underground miners perform a wide range of ancillary underground mining operations such as inspections conveyor attendance and the transport of equipment and consumable materials from the surface to the point of extraction underground
official veterinarian,Official veterinarians are professionals with a comprehensive scientific education They have the authority to carry out in an independent ethical and personally responsible capacity all veterinary activities with particular focus on the health and welfare of animals and public health in accordance with national and international legislation They are responsible for national animal disease eradication programmes the protection of public health and food or animal inspection animal movements and import and export of live animals and their products
3D printing technician,3D Printing technicians assist in the designing and programming of products ranging from prosthetic products to 3D miniatures They may also provide 3D printing maintenance check 3D renders for customers and run 3D printing tests 3D printing technicians can also repair maintain and clean 3D printers
boom operator,Boom operators set up and operate the boom microphone either by hand on an arm or on a moving platform They make sure that every microphone is correctly stationed on set and in the best position to capture the dialogues Boom operators are also responsible for the microphones on the actors clothing
early years teaching assistant,Early years teaching assistants support the early years teacher in an early years or nursery school They assist in class instruction in classroom supervision in absence of the head teacher and in organising developing and putting into practice of the daily schedule Early years teaching assistants monitor and help students in group as well as individually and tend to focus on the students in need of extra care and attention the early years teacher cannot provide
electronics engineer,Electronic engineers research design and develop electronic systems such as circuits semiconductor devices and equipment that use electricity as a source of power They work with capacitators transistors diodes or resistors to create electronic circuits and applications of use in fields such as telecommunications acoustics instruments and control
production designer,Production designers are responsible for the complete look style colouring and locations of television programmes series motion pictures and commercials They create the visual concept for the entire production such as set design lighting costumes and camera angles Production designers work together with the director designers and oversee the art department They also create sketches drawings do colouring and location research and advise props and stage settings to the director
agricultural engineer,Agricultural engineers intervene in a variety of matters within the agriculture field in combination with engineering concepts They design and develop machinery and equipment for an efficient and sustainable exploitation of the land They advise on the use of resources in agricultural sites comprising the usage of water and soil harvesting methods and waste management
beauty vocational teacher,Beauty vocational teachersÂ instruct students in their specialised field of study beauty which is predominantly practical in nature They provide theoretical instruction in service of the practical skills and techniques the students must subsequently master for a cosmetologyrelated profession such as manicurist and makeup and hair designer Beauty vocational teachers monitor the students progress assist individually when necessary and evaluate their knowledge and performance on the subject of cosmetology through assignments tests and examinations
social security officer,Social security officers advise clients on social security benefits and ensure they claim the benefits they are eligible for as well as providing advice on promotions and other available support services such as employment benefits They aid clients in applications for benefits such as sickness maternity pensions invalidity unemployment and family benefits They investigate the clients right to benefits by reviewing their case and researching legislation and the claim and suggest an appropriate course of action Social security advisers also determine the aspects of a specific benefit
residential childcare worker,Residential childcare workers counsel and support children who have physical or mental disabilities They monitor their progress and provide them with care in a positive living environment They liaise with the families in order to arrange their visits
aviation ground systems engineer,Aviation ground systems engineers are in charge of supervising the maintenance of the equipment of the airport for example the visual aids airport electrical systems luggage systems security systems pavements drainage maintenance of unpaved areas and equipment and vehicles
computer and accessories specialised seller,Computer and accessories specialised sellers sell computers and other peripheral units in specialised shops
assistant outdoor animator, Assistant outdoor animators assist in planning outdoor activities outdoor risk assessment and equipment monitoring They manage the outdoor resources and groups Assistant outdoor animators may help with office administration and maintenance hence they may work indoors
barber,Barbers cut trim taper and style mens hair They also remove facial hair by shaving the specific area Barbers use tools such as scissors clippers razors and combs They may offer additional services like shampooing styling coloring and performing scalp massages
packing machinery engineer,Packing machinery engineers are in charge of and responsible for packaging machinery They maintain and improve technical standards analyse results set up improvement plans and are responsible for machinery maintenance
big data archive librarian,Big data archive librarians classify catalogue and maintain libraries of digital media They also evaluate and comply with metadata standards for digital content and update obsolete data and legacy systems
budget analyst,Budget analysts monitor the spending activities of public and private institutions and companies They prepare budget reports review the budget model used in the company and ensure compliance with the budgeting policies and other legal regulations
rental service representative in water transport equipment,Rental service representatives in water transport equipment are in charge of renting out equipment and determining specific periods of usage They document transactions insurances and payments
architecture lecturer,Architecture lecturers are subject professors teachers or lecturers who instruct students who have obtained an upper secondary education diploma in their own specialised field of study architecture which is predominantly academic in nature They work with their university research assistants and university teaching assistants for the preparation of lectures and of exams for grading papers and exams and for leading review and feedback sessions for the students They also conduct academic research in their respective field of architecture publish their findings and liaise with other university colleagues
road operations manager,Road operations managers oversee daytoday road transportation processes managing processes and striving to meet customer expectations
travel and tourism vocational teacher,Travel and tourism vocational teachers instruct students in their specialised field of study travel and tourism which is predominantly practical in nature They provide theoretical instruction in service of the practical skills and techniques the students must subsequently master for a travel and tourismrelated profession Travel and tourism vocational teachers monitor the students progress assist individually when necessary and evaluate their knowledge and performance on the subject of travel and tourism through assignments tests and examinations
advertising manager,Advertising managers perform the implementation of the advertising initiatives planned in the strategic marketing plan They organise and prepare the resources needed to launch advertising campaigns and operations in advertising agencies They prepare and align the communication channels negotiate contracts and ensure that operations adhere to budgets
public funding advisor,Public funding advisors advise individuals and businesses about funding opportunities given by the government They analyse the needs of clients consult them on funds grants and subsidies that apply to them and help with the application process Public funding advisors also set up public grant administration in organisations
scenic painter,Scenic painters decorate sets for live performances They employ a broad variety of crafting and painting techniques such as figurative painting landscape painting and Trompelœil to create convincing scenes Their work is based on artistic vision sketches and pictures They work in close cooperation with the designers
recycling worker,Recycling workers clean materials and remove waste and ensure the waste and collected materials are sorted in the appropriate recycling containers They also dismantle vehicles and sort the parts collected and deposit recyclable materials onto conveyor belts where they can be further sorted
housing support worker,Housing support workers provide support and assistance to elderly people with a physical impairment or learning disability homeless people exdrug addicts exalcohol addicts or exoffenders
community artist,Community artists research plan organise and lead artistic activities for people brought together by a shared interest capacity environment or condition They manage and coordinate creative projects with local groups and individuals to foster their artistic creativity and improve their quality of life Community artists make the arts accessible to the community they work for and provide opportunities for participants to shape their artistic programme
process metallurgist,Process metallurgists study the characteristics of ores including copper nickel and iron ores and the performance of various metals and alloys 
podiatry assistant,Podiatry assistants help the podiatrist by carrying out supportive tasks such as assisting in diagnosing and treating the disorders diseases and deformities of the feet advising people on foot care techniques and the importance of foot care for promoting better mobility and general wellbeing They also perform small tasks such as cutting toe nails applying plasters and general clerical duties
hardwood floor layer,Hardwood floor layers install floors made of solid wood They prepare the surface cut parquet or board elements to size and lay them in a predetermined pattern straight and flush
casting director,Casting directors select actors for all roles in a motion picture or television series They cooperate with the producer and director to determine what they are looking for Casting directors contact talent agents and organise interviews and auditions for the parts They  determine the fees and contracts for the actors and extras
strategic planning manager,Strategic planning managers create together with a team of managers the strategic plans of the company as a whole and provide coordination in the implementation per department They help to interpret the overall plan and create a detailed plan for each one of the departments and branches They ensure consistency in the implementation
sensor engineer,Sensor engineers design and develop sensors sensor systems and products that are equipped with sensors They plan and monitor the manufacture of these products
educational psychologist,Educational psychologists are psychologists employed by educational institutions to provide psychological and emotional support to students in need They are specialised in the provision of direct support and interventions to students conducting psychological testing and assessment and consulting with families teachers and other schoolbased student support professionals such as school social workers and educational counsellors about the students They may also work with the school administration to improve practical support strategies in order to improve the students wellbeing
filing machine operator,Filing machine operators set up and tend filing machines such as band files reciprocating files and bench filing machines in order to smoothen metal wood or plastic surfaces by precisely cutting and removing small amounts of excess material
paper embosing press operator,Paper embossing press operators use a press to raise or recess certain areas of the medium so as to create relief on the print Two matching engraved dies are placed around the paper and pressure is applied to change the surface of the material
political scientist,Political scientists study political behaviour activity and systems including the elements that fall therein Their study of the field ranges from the origins and evolution of various political systems to topical matters such as decisionmaking processes political behaviour political trends society and power perspectives They advise governments and institutional organisations on governance matters
social work assistant,Social work assistants are practicebased professionals who promote social change and development social cohesion and the empowerment and liberation of people They interact with individuals families groups organisations and communities in order to assist in providing various forms of therapy and counseling group work and community work Social work assistants assist guiding staff helping clients to use services to claim benefits access community resources find jobs and training obtain legal advice or deal with other local authority departments They assist and work together with social workers
aquaculture harvesting manager,Aquaculture harvesting managers control harvesting operations of aquatic organisms which entails understanding and knowledge of techniques and equipment used in harvesting processes
scientific laboratory technician,Scientific laboratory technicians carry out laboratorybased research analysis and testing and support life science professionals They sample test measure research and analyse in areas such as biology biotechnology environmental science forensic science and pharmacology Scientific laboratory technicians also observe and monitor laboratory activities record test sequences and analyse the results
